age,poverty_level,Residence,region,access_to_reproductive_health_care,education_level,teenage_pregnancy
17,Medium,Rural,Nyeri,Poor,Secondary,0
13,High,Urban,Nakuru,Good,Primary,1
16,Low,Urban,Kisumu,Poor,Secondary,1
14,Low,Urban,Kiambu,Poor,None,0
17,High,Rural,Kisumu,Poor,Higher,1
13,Medium,Urban,Wajir,Poor,Primary,1
15,Medium,Urban,Mombasa,Moderate,Higher,0
13,Medium,Rural,Kiambu,Moderate,Higher,0
15,Low,Traditional,Garissa,Poor,Secondary,0
16,Low,Rural,Mombasa,Good,Secondary,0
14,Medium,Traditional,Nyeri,Good,Secondary,0
13,Low,Traditional,Mombasa,Moderate,Higher,0
18,Low,Urban,Machakos,Good,Primary,0
17,High,Urban,Nakuru,Poor,None,1
16,Medium,Traditional,Thika,Poor,None,0
13,Medium,Urban,Garissa,Good,Secondary,0
17,Medium,Traditional,Narok,Moderate,Higher,0
13,Low,Urban,Isiolo,Moderate,Primary,1
15,Low,Rural,Mandera,Good,Primary,1
13,Low,Traditional,Kiambu,Moderate,Higher,1
18,Medium,Traditional,Kericho,Good,Higher,0
13,Low,Urban,Eldoret,Good,Primary,1
13,Medium,Rural,Eldoret,Moderate,Secondary,1
18,Low,Urban,Garissa,Good,Higher,1
16,Medium,Rural,Meru,Moderate,None,0
13,High,Urban,Kitui,Poor,Higher,0
18,Low,Traditional,Wajir,Poor,Primary,0
17,Medium,Rural,Machakos,Moderate,None,0
15,High,Rural,Kisumu,Good,Primary,0
15,High,Urban,Meru,Poor,Primary,1
13,Low,Rural,Nairobi,Good,None,1
16,Medium,Urban,Mandera,Poor,Higher,1
16,Low,Rural,Mandera,Moderate,Primary,0
17,High,Urban,Kakamega,Good,None,0
13,Low,Urban,Mandera,Moderate,Primary,0
15,Medium,Urban,Kakamega,Good,None,1
16,High,Traditional,Garissa,Poor,Secondary,0
13,Low,Rural,Nyeri,Moderate,Primary,0
16,Low,Traditional,Kiambu,Poor,Primary,0
18,Low,Traditional,Kakamega,Good,None,0
16,Low,Traditional,Kakamega,Good,None,1
15,Low,Traditional,Mandera,Moderate,None,1
14,High,Rural,Meru,Poor,None,1
17,High,Rural,Kericho,Moderate,Higher,1
17,Medium,Traditional,Meru,Poor,Higher,0
15,Low,Rural,Isiolo,Poor,Higher,1
16,Medium,Rural,Isiolo,Good,Secondary,0
13,High,Urban,Nairobi,Good,Primary,1
16,Low,Rural,Garissa,Moderate,Higher,0
15,Medium,Traditional,Eldoret,Good,Higher,1
17,Low,Rural,Kitui,Good,Primary,0
16,Low,Traditional,Garissa,Moderate,Higher,0
17,Medium,Rural,Nairobi,Moderate,Primary,0
13,High,Traditional,Garissa,Moderate,Secondary,0
17,Medium,Rural,Kitui,Poor,None,0
17,Medium,Rural,Mandera,Poor,Secondary,0
14,Medium,Rural,Mandera,Poor,Primary,0
14,Low,Traditional,Kakamega,Moderate,Primary,0
18,High,Urban,Wajir,Good,Higher,0
14,High,Traditional,Machakos,Poor,Higher,0
17,Low,Rural,Kiambu,Good,None,1
15,High,Traditional,Mandera,Poor,None,1
17,Medium,Rural,Meru,Good,Higher,0
15,High,Rural,Nyeri,Poor,Higher,1
15,Low,Urban,Wajir,Good,Secondary,0
14,High,Rural,Mombasa,Poor,Primary,0
16,Low,Rural,Nakuru,Poor,Secondary,0
13,Medium,Rural,Nakuru,Poor,Primary,0
14,Low,Urban,Wajir,Moderate,None,1
14,High,Traditional,Eldoret,Poor,None,1
16,Medium,Urban,Mombasa,Good,Primary,0
13,High,Traditional,Nairobi,Good,None,1
17,Low,Rural,Mombasa,Poor,Primary,0
18,Medium,Traditional,Garissa,Good,Higher,1
18,Low,Traditional,Narok,Poor,Higher,0
17,High,Traditional,Garissa,Good,None,1
14,Low,Traditional,Narok,Poor,None,1
13,High,Rural,Nakuru,Poor,Secondary,1
14,High,Urban,Machakos,Good,None,1
15,Medium,Traditional,Nyeri,Poor,Primary,1
14,Medium,Rural,Meru,Good,Primary,1
14,Low,Rural,Kiambu,Poor,Primary,1
17,High,Rural,Isiolo,Good,Secondary,0
17,High,Rural,Machakos,Moderate,Higher,1
17,Medium,Traditional,Kakamega,Poor,Primary,0
18,Medium,Urban,Meru,Poor,Secondary,1
15,Medium,Rural,Nyeri,Poor,Secondary,1
17,Medium,Urban,Wajir,Moderate,None,1
13,Low,Urban,Kitui,Poor,None,1
18,Low,Urban,Isiolo,Moderate,Higher,0
16,Low,Rural,Mombasa,Moderate,Secondary,0
13,Low,Rural,Kericho,Moderate,Primary,1
13,Medium,Rural,Thika,Good,Secondary,0
17,Low,Urban,Eldoret,Good,None,0
16,Low,Rural,Nakuru,Poor,Secondary,0
16,Low,Rural,Nakuru,Moderate,Primary,0
18,Medium,Urban,Narok,Poor,Secondary,1
16,High,Rural,Nakuru,Good,Higher,0
15,Medium,Traditional,Thika,Poor,Higher,0
17,High,Traditional,Meru,Moderate,Higher,0
16,High,Traditional,Mandera,Moderate,None,1
18,Low,Traditional,Kisumu,Moderate,Higher,0
15,Low,Urban,Isiolo,Moderate,Secondary,0
14,Low,Rural,Meru,Poor,Primary,0
14,Medium,Traditional,Kericho,Moderate,Higher,1
15,Medium,Traditional,Meru,Good,Primary,0
18,Low,Rural,Kericho,Moderate,None,1
15,Medium,Urban,Thika,Good,None,0
17,Medium,Traditional,Mombasa,Poor,None,0
17,High,Rural,Kiambu,Poor,None,0
14,Medium,Rural,Kakamega,Poor,Higher,1
16,High,Traditional,Eldoret,Poor,Secondary,0
18,Low,Traditional,Kakamega,Good,None,0
14,Medium,Rural,Narok,Good,Primary,0
16,High,Rural,Eldoret,Moderate,None,0
16,Medium,Traditional,Garissa,Moderate,Higher,0
17,High,Traditional,Eldoret,Poor,Secondary,0
13,High,Traditional,Garissa,Poor,Secondary,1
13,Medium,Traditional,Nairobi,Good,Higher,1
15,Low,Urban,Mombasa,Good,Secondary,1
17,High,Rural,Kakamega,Poor,Higher,1
16,Low,Traditional,Narok,Poor,Higher,1
18,Medium,Rural,Kakamega,Good,Secondary,1
13,Medium,Traditional,Garissa,Good,Higher,1
16,Low,Urban,Narok,Good,Primary,0
13,Medium,Rural,Nairobi,Poor,Higher,1
13,High,Urban,Mombasa,Good,None,1
13,Low,Rural,Kericho,Good,None,1
18,Medium,Urban,Nyeri,Moderate,None,0
17,Medium,Traditional,Garissa,Good,None,1
18,Low,Traditional,Meru,Moderate,Higher,0
14,High,Urban,Narok,Moderate,Higher,1
16,Low,Traditional,Kiambu,Poor,Higher,0
17,Medium,Urban,Machakos,Poor,None,0
17,Medium,Urban,Machakos,Poor,None,0
17,Low,Rural,Thika,Poor,None,1
17,High,Urban,Machakos,Good,Secondary,0
18,High,Rural,Kiambu,Good,Secondary,0
17,High,Urban,Kiambu,Good,Primary,0
15,Low,Rural,Garissa,Moderate,Higher,0
16,High,Rural,Nairobi,Poor,Secondary,0
17,High,Traditional,Mandera,Good,Higher,1
16,High,Rural,Kericho,Good,Higher,1
15,High,Rural,Kericho,Poor,Primary,0
15,Medium,Urban,Garissa,Moderate,None,1
16,Low,Rural,Mombasa,Moderate,Higher,0
13,Low,Traditional,Narok,Poor,None,0
14,High,Urban,Nairobi,Poor,Higher,0
13,Low,Rural,Wajir,Good,Secondary,1
13,Low,Urban,Isiolo,Moderate,Secondary,0
18,Medium,Urban,Mandera,Poor,None,1
13,Low,Urban,Meru,Moderate,None,0
17,Medium,Urban,Machakos,Moderate,Secondary,0
18,Low,Urban,Mandera,Good,None,0
18,Medium,Rural,Kitui,Good,Secondary,0
15,Medium,Urban,Mombasa,Poor,None,0
13,Low,Urban,Kiambu,Moderate,Higher,0
15,Medium,Traditional,Mombasa,Good,Secondary,1
16,Medium,Traditional,Nyeri,Good,Higher,0
14,Low,Urban,Kitui,Moderate,Secondary,1
18,Medium,Rural,Nyeri,Moderate,None,1
16,Medium,Traditional,Kakamega,Moderate,None,0
16,Medium,Traditional,Mombasa,Moderate,Higher,0
17,Medium,Urban,Nairobi,Good,Higher,0
14,Medium,Rural,Mombasa,Good,Secondary,1
16,High,Rural,Narok,Poor,Primary,0
16,Medium,Traditional,Machakos,Moderate,Primary,0
14,Medium,Traditional,Nyeri,Poor,Primary,1
14,Medium,Traditional,Mombasa,Good,Primary,1
16,Medium,Traditional,Meru,Moderate,None,1
14,Low,Traditional,Narok,Poor,Higher,0
16,High,Urban,Narok,Poor,Primary,1
16,Low,Urban,Kitui,Poor,Primary,0
17,High,Urban,Garissa,Good,Higher,0
13,Medium,Traditional,Nakuru,Good,Secondary,0
16,Medium,Urban,Wajir,Poor,Secondary,0
15,High,Traditional,Wajir,Good,None,0
18,High,Rural,Mandera,Good,Secondary,0
13,Low,Rural,Nakuru,Poor,Primary,1
13,High,Urban,Kericho,Poor,Higher,1
13,Medium,Rural,Meru,Moderate,Primary,1
17,Low,Rural,Meru,Poor,Higher,1
16,High,Rural,Eldoret,Moderate,None,1
17,High,Urban,Nairobi,Moderate,None,0
16,Low,Rural,Mandera,Poor,Primary,0
17,High,Urban,Wajir,Good,Secondary,0
17,Medium,Traditional,Nairobi,Moderate,Secondary,0
18,Low,Traditional,Kericho,Moderate,None,1
15,High,Urban,Machakos,Moderate,Higher,1
17,Medium,Urban,Kisumu,Good,Higher,1
18,High,Rural,Narok,Good,None,0
14,Low,Traditional,Nakuru,Moderate,None,1
15,High,Rural,Kiambu,Good,Primary,1
17,High,Traditional,Kakamega,Moderate,Secondary,0
13,High,Rural,Narok,Moderate,Secondary,1
14,Medium,Rural,Mandera,Good,Secondary,0
14,Medium,Traditional,Isiolo,Poor,Primary,1
18,High,Rural,Garissa,Moderate,None,0
14,High,Traditional,Kakamega,Moderate,Secondary,1
15,Low,Urban,Mandera,Moderate,Primary,1
17,High,Rural,Nakuru,Moderate,Higher,0
17,Low,Traditional,Nyeri,Moderate,Secondary,0
13,Medium,Traditional,Kitui,Good,Higher,1
18,High,Rural,Kitui,Good,Primary,0
13,Low,Traditional,Kakamega,Moderate,Secondary,0
14,Medium,Rural,Mandera,Good,None,0
13,Low,Rural,Meru,Poor,Secondary,1
15,Medium,Urban,Kericho,Poor,Primary,0
17,High,Urban,Thika,Good,Higher,0
14,Low,Urban,Kericho,Good,Secondary,0
13,High,Rural,Mandera,Moderate,Primary,1
18,Low,Rural,Garissa,Moderate,Primary,0
15,Medium,Traditional,Kericho,Poor,Secondary,1
15,Low,Urban,Mandera,Good,Primary,0
13,Low,Urban,Kericho,Good,Higher,0
17,High,Traditional,Isiolo,Poor,Higher,1
13,High,Urban,Nairobi,Poor,Higher,0
14,High,Urban,Kericho,Good,Primary,0
13,Medium,Urban,Isiolo,Poor,Higher,0
15,High,Traditional,Nairobi,Good,None,1
13,Low,Urban,Kakamega,Poor,None,1
17,Medium,Rural,Kitui,Poor,None,1
18,High,Urban,Machakos,Poor,Primary,0
16,Low,Rural,Nakuru,Moderate,Secondary,0
13,Low,Urban,Kiambu,Moderate,Secondary,0
17,Medium,Rural,Eldoret,Moderate,None,0
17,Low,Urban,Isiolo,Poor,Primary,0
18,High,Rural,Kitui,Moderate,None,0
15,Low,Rural,Isiolo,Poor,None,1
17,High,Urban,Machakos,Moderate,Higher,0
17,High,Traditional,Nairobi,Good,Primary,0
17,Medium,Urban,Meru,Poor,None,1
17,Low,Traditional,Kericho,Moderate,Higher,1
14,Medium,Traditional,Garissa,Moderate,Primary,1
14,Medium,Traditional,Garissa,Poor,None,1
15,Medium,Traditional,Kiambu,Poor,Secondary,0
13,High,Traditional,Wajir,Poor,None,1
17,High,Traditional,Mombasa,Poor,Secondary,1
18,High,Urban,Isiolo,Poor,Higher,1
13,High,Rural,Narok,Poor,None,1
18,Low,Rural,Isiolo,Poor,Higher,0
13,Low,Urban,Wajir,Good,Higher,0
15,High,Urban,Garissa,Moderate,None,1
17,High,Urban,Isiolo,Good,Higher,1
17,Low,Traditional,Nairobi,Poor,Secondary,0
16,Medium,Traditional,Narok,Good,None,0
18,Medium,Rural,Nairobi,Poor,Primary,0
13,High,Urban,Kitui,Moderate,Secondary,1
13,Medium,Rural,Nakuru,Moderate,Primary,0
14,High,Rural,Kakamega,Moderate,Primary,1
16,High,Traditional,Eldoret,Good,Secondary,0
14,High,Traditional,Nairobi,Moderate,Higher,0
14,Low,Rural,Nairobi,Poor,Higher,0
14,Medium,Traditional,Kitui,Moderate,None,0
18,Low,Traditional,Kisumu,Good,Primary,1
18,Medium,Traditional,Nakuru,Moderate,Higher,0
15,Low,Rural,Garissa,Moderate,Higher,0
15,Low,Rural,Meru,Good,None,1
14,High,Rural,Machakos,Good,Primary,0
16,High,Urban,Thika,Good,Secondary,0
13,Low,Rural,Wajir,Poor,Secondary,0
18,Medium,Traditional,Machakos,Moderate,Primary,0
16,Medium,Rural,Kitui,Poor,Higher,0
17,High,Urban,Kisumu,Poor,Higher,1
18,High,Traditional,Eldoret,Good,Secondary,0
18,Medium,Rural,Nyeri,Poor,Primary,0
15,Medium,Rural,Meru,Moderate,Higher,0
13,Medium,Traditional,Thika,Good,None,0
13,High,Rural,Thika,Poor,Primary,1
17,Medium,Urban,Isiolo,Moderate,Primary,1
17,High,Traditional,Garissa,Moderate,Primary,1
18,Low,Rural,Wajir,Moderate,Secondary,0
14,Low,Traditional,Kakamega,Poor,Secondary,1
15,Low,Rural,Nyeri,Good,Higher,0
15,Medium,Rural,Machakos,Good,Higher,0
18,High,Traditional,Eldoret,Moderate,Secondary,0
16,Medium,Rural,Narok,Good,Higher,0
14,High,Rural,Mombasa,Good,Primary,1
18,Medium,Traditional,Garissa,Good,Secondary,0
14,Low,Rural,Kakamega,Good,Higher,1
14,High,Rural,Kiambu,Poor,Secondary,1
14,Medium,Traditional,Kitui,Good,Secondary,0
18,High,Urban,Eldoret,Good,Secondary,0
15,High,Urban,Machakos,Poor,Secondary,1
15,Medium,Urban,Garissa,Good,Primary,1
14,Medium,Urban,Wajir,Good,Primary,0
16,High,Urban,Narok,Good,Higher,0
13,High,Urban,Nyeri,Moderate,Secondary,1
18,Low,Traditional,Eldoret,Poor,Secondary,0
13,High,Traditional,Meru,Good,Primary,1
16,Low,Traditional,Mandera,Poor,Higher,1
18,Low,Rural,Mandera,Poor,Primary,0
14,Low,Urban,Kiambu,Good,Secondary,0
15,High,Urban,Kericho,Poor,None,1
13,Low,Traditional,Mombasa,Moderate,Higher,0
17,High,Rural,Meru,Poor,Secondary,0
17,High,Rural,Nakuru,Good,None,0
16,Medium,Traditional,Nyeri,Good,Secondary,0
14,High,Urban,Nakuru,Moderate,Higher,0
13,High,Rural,Nyeri,Good,Higher,0
14,Low,Urban,Mandera,Moderate,Higher,0
13,High,Rural,Mombasa,Poor,None,1
16,High,Urban,Thika,Poor,None,1
16,Medium,Rural,Narok,Poor,Secondary,0
17,Medium,Urban,Kiambu,Good,Higher,0
14,Low,Urban,Kitui,Good,Primary,0
18,Low,Urban,Nakuru,Moderate,Primary,0
17,Medium,Traditional,Narok,Poor,Higher,1
14,Medium,Urban,Nairobi,Moderate,Primary,0
17,High,Urban,Garissa,Moderate,Primary,0
18,Low,Rural,Mombasa,Good,Higher,0
15,Low,Rural,Narok,Poor,Secondary,1
15,High,Traditional,Mandera,Moderate,None,1
15,High,Rural,Machakos,Poor,Primary,0
15,Low,Urban,Mombasa,Good,Higher,0
13,Medium,Traditional,Machakos,Poor,Secondary,0
15,Medium,Traditional,Nakuru,Moderate,Higher,1
18,High,Traditional,Narok,Moderate,Secondary,0
16,Low,Urban,Eldoret,Poor,Primary,1
16,High,Urban,Nyeri,Poor,Primary,0
13,Medium,Rural,Kiambu,Poor,Primary,0
15,Medium,Rural,Kericho,Moderate,Primary,0
15,High,Rural,Nakuru,Moderate,Secondary,0
15,Medium,Traditional,Nakuru,Moderate,Higher,0
17,Low,Urban,Kitui,Poor,Secondary,0
14,High,Rural,Eldoret,Moderate,None,0
17,High,Urban,Garissa,Poor,None,0
14,High,Traditional,Garissa,Moderate,Secondary,0
15,Medium,Urban,Narok,Moderate,None,1
15,Low,Urban,Kiambu,Poor,Secondary,0
17,High,Traditional,Narok,Good,Primary,0
17,High,Rural,Kisumu,Moderate,Secondary,0
14,Medium,Urban,Garissa,Good,Primary,1
16,Low,Urban,Garissa,Moderate,Higher,1
14,High,Traditional,Kisumu,Moderate,Higher,1
17,Medium,Urban,Mombasa,Moderate,Primary,1
18,High,Urban,Mandera,Poor,Secondary,1
17,Medium,Urban,Kisumu,Moderate,Secondary,1
18,Low,Traditional,Isiolo,Good,Primary,1
13,Medium,Urban,Kitui,Moderate,None,0
17,High,Traditional,Mombasa,Moderate,Secondary,1
13,High,Rural,Mandera,Moderate,Primary,1
16,Medium,Urban,Machakos,Poor,None,0
14,Low,Traditional,Garissa,Poor,None,0
18,Low,Traditional,Nairobi,Good,Primary,0
14,High,Urban,Mombasa,Poor,Secondary,0
13,High,Traditional,Meru,Moderate,None,1
18,Medium,Rural,Nyeri,Poor,None,0
14,Medium,Rural,Nyeri,Poor,None,1
17,Medium,Rural,Kitui,Moderate,Higher,1
15,Low,Rural,Kitui,Moderate,Primary,0
13,Low,Traditional,Meru,Poor,Higher,1
14,High,Traditional,Nakuru,Moderate,None,1
13,High,Rural,Kisumu,Poor,None,1
13,High,Rural,Eldoret,Poor,Primary,0
18,Medium,Rural,Wajir,Moderate,None,0
18,Low,Rural,Kericho,Good,Primary,1
15,High,Rural,Garissa,Poor,None,1
17,High,Traditional,Kakamega,Good,Primary,1
13,High,Rural,Nyeri,Good,Primary,1
14,High,Rural,Wajir,Poor,Secondary,0
16,High,Urban,Garissa,Poor,Secondary,0
13,High,Traditional,Thika,Moderate,Primary,1
13,Low,Rural,Kericho,Moderate,Primary,0
15,High,Traditional,Kakamega,Good,None,1
17,Low,Urban,Kitui,Good,None,0
16,Medium,Urban,Mandera,Poor,Secondary,0
18,Low,Rural,Meru,Poor,None,1
18,Medium,Rural,Kisumu,Moderate,Primary,1
14,Low,Rural,Nakuru,Poor,Higher,0
16,Low,Rural,Kitui,Poor,Primary,0
18,High,Urban,Mandera,Good,Primary,0
14,Low,Traditional,Kisumu,Poor,None,1
17,Low,Rural,Kiambu,Good,None,0
14,High,Traditional,Kisumu,Good,Primary,1
18,Medium,Rural,Kakamega,Moderate,None,0
15,High,Rural,Wajir,Moderate,Primary,1
15,High,Urban,Isiolo,Good,Primary,1
15,High,Rural,Eldoret,Poor,Primary,1
18,Medium,Rural,Kisumu,Poor,Primary,0
15,Low,Rural,Kisumu,Poor,Secondary,1
16,Low,Urban,Meru,Good,None,1
17,High,Traditional,Eldoret,Moderate,Primary,0
14,High,Urban,Thika,Poor,Primary,0
14,Low,Rural,Mandera,Good,Primary,0
18,Low,Rural,Eldoret,Moderate,None,0
15,Low,Rural,Machakos,Poor,None,0
15,Medium,Traditional,Mombasa,Good,Secondary,1
13,Medium,Traditional,Kiambu,Good,Higher,0
17,High,Rural,Kisumu,Moderate,Secondary,1
16,Medium,Rural,Kisumu,Moderate,Primary,1
14,High,Traditional,Nyeri,Poor,Secondary,1
13,Low,Urban,Wajir,Moderate,None,1
13,Low,Urban,Garissa,Good,Primary,0
18,High,Traditional,Isiolo,Poor,None,1
14,Low,Traditional,Narok,Good,Secondary,0
18,High,Rural,Kiambu,Good,Higher,0
16,High,Traditional,Garissa,Good,Primary,1
13,High,Traditional,Garissa,Good,Primary,1
13,Medium,Rural,Machakos,Poor,Higher,0
17,High,Traditional,Kakamega,Good,Primary,1
16,High,Rural,Machakos,Moderate,None,0
13,High,Urban,Narok,Good,None,0
16,Medium,Urban,Nairobi,Good,Secondary,0
14,Low,Urban,Kisumu,Poor,None,1
15,Medium,Rural,Eldoret,Poor,Secondary,0
13,High,Urban,Mombasa,Poor,Primary,1
17,Medium,Urban,Thika,Moderate,None,0
14,Low,Rural,Thika,Good,None,1
16,Low,Rural,Mombasa,Good,None,0
18,High,Urban,Nakuru,Moderate,None,0
14,Low,Urban,Meru,Moderate,None,0
13,Medium,Urban,Kakamega,Poor,Primary,0
16,Medium,Traditional,Nyeri,Moderate,Primary,0
15,Low,Rural,Kiambu,Moderate,Higher,0
14,High,Rural,Kiambu,Poor,Primary,0
13,High,Rural,Meru,Moderate,Primary,1
17,Medium,Rural,Mombasa,Poor,Secondary,0
18,Low,Urban,Mombasa,Good,Higher,1
16,Medium,Rural,Mandera,Poor,Secondary,0
14,Medium,Traditional,Isiolo,Moderate,Secondary,1
14,Medium,Traditional,Wajir,Moderate,Secondary,1
15,High,Urban,Mandera,Poor,Secondary,1
15,Low,Urban,Kisumu,Moderate,Primary,1
17,Low,Rural,Kericho,Good,Higher,0
18,High,Urban,Kericho,Poor,Secondary,1
17,Medium,Urban,Meru,Poor,Higher,0
13,Medium,Urban,Thika,Moderate,Primary,1
13,High,Traditional,Eldoret,Moderate,Higher,1
17,Low,Rural,Wajir,Moderate,Higher,0
18,High,Urban,Garissa,Poor,Primary,0
17,Low,Rural,Mandera,Poor,None,0
18,Low,Rural,Narok,Moderate,Secondary,0
18,Low,Rural,Machakos,Poor,Secondary,0
16,Medium,Traditional,Thika,Good,Primary,1
18,Medium,Rural,Thika,Moderate,Higher,0
15,High,Rural,Isiolo,Poor,Primary,1
18,High,Urban,Kisumu,Good,None,0
18,Medium,Urban,Mandera,Moderate,Higher,0
18,High,Traditional,Garissa,Poor,None,1
13,Medium,Rural,Kakamega,Moderate,Primary,0
15,Medium,Traditional,Nakuru,Moderate,Primary,1
15,Low,Rural,Nyeri,Moderate,Primary,0
17,Low,Traditional,Kisumu,Poor,None,0
16,Medium,Rural,Nyeri,Good,Secondary,0
18,Low,Urban,Nakuru,Good,None,0
14,Medium,Traditional,Nairobi,Moderate,None,1
16,Low,Urban,Nyeri,Poor,None,1
16,High,Rural,Kericho,Poor,Primary,0
15,High,Traditional,Kiambu,Poor,None,1
16,Medium,Urban,Isiolo,Good,Secondary,0
18,Medium,Urban,Thika,Poor,None,0
18,Low,Urban,Kitui,Moderate,Secondary,0
13,Low,Rural,Kisumu,Poor,Higher,0
18,Medium,Traditional,Kiambu,Good,Secondary,0
18,High,Urban,Nyeri,Good,Primary,0
15,High,Rural,Wajir,Good,Higher,1
18,Medium,Rural,Eldoret,Good,Primary,1
13,High,Rural,Kitui,Poor,Primary,1
14,Medium,Traditional,Kakamega,Poor,Higher,1
15,Low,Rural,Isiolo,Good,Secondary,0
14,High,Rural,Meru,Poor,Primary,0
15,High,Traditional,Kisumu,Moderate,Secondary,1
17,Low,Traditional,Mombasa,Good,Primary,0
16,Low,Rural,Kericho,Good,Primary,0
17,High,Rural,Kitui,Poor,Higher,0
18,High,Urban,Eldoret,Moderate,Higher,0
14,Medium,Traditional,Eldoret,Good,Secondary,1
18,Medium,Traditional,Kitui,Moderate,Higher,0
16,High,Urban,Kitui,Good,Primary,0
15,Medium,Rural,Garissa,Poor,None,1
16,Low,Rural,Kericho,Good,None,0
13,Medium,Rural,Kakamega,Poor,None,1
16,Medium,Rural,Nakuru,Moderate,None,0
13,High,Urban,Mandera,Poor,Secondary,0
16,Medium,Traditional,Machakos,Poor,Higher,1
13,High,Traditional,Kitui,Good,Primary,0
14,High,Rural,Nyeri,Good,None,1
18,High,Urban,Narok,Moderate,Secondary,1
18,Low,Rural,Isiolo,Moderate,Secondary,0
17,Medium,Rural,Nairobi,Moderate,Primary,0
18,Medium,Urban,Eldoret,Poor,Higher,0
15,Medium,Urban,Machakos,Poor,None,1
16,High,Traditional,Kericho,Good,None,1
17,Low,Traditional,Kitui,Moderate,Secondary,0
15,High,Rural,Kiambu,Good,Secondary,0
15,Medium,Rural,Garissa,Good,None,1
13,High,Traditional,Nakuru,Poor,Primary,1
18,High,Urban,Nyeri,Good,Secondary,0
14,Medium,Rural,Kiambu,Poor,Secondary,1
14,High,Rural,Machakos,Good,Higher,1
17,High,Urban,Wajir,Moderate,Primary,0
14,Low,Rural,Mandera,Moderate,Primary,1
16,High,Urban,Nakuru,Good,Secondary,1
14,Low,Traditional,Nakuru,Good,Higher,1
17,Medium,Traditional,Narok,Moderate,Secondary,0
14,Low,Traditional,Garissa,Moderate,None,0
16,High,Traditional,Narok,Poor,Secondary,0
13,Medium,Traditional,Thika,Moderate,Secondary,1
17,High,Rural,Nairobi,Poor,Secondary,0
13,High,Traditional,Garissa,Moderate,None,1
13,Low,Rural,Kiambu,Good,Higher,0
13,High,Rural,Kericho,Good,Higher,1
15,Low,Urban,Garissa,Moderate,Primary,1
18,Medium,Rural,Thika,Good,Primary,0
15,Medium,Rural,Meru,Poor,Primary,1
18,High,Traditional,Garissa,Poor,Secondary,0
13,Low,Traditional,Mandera,Poor,Secondary,1
17,High,Urban,Thika,Moderate,Primary,1
18,High,Urban,Isiolo,Poor,None,1
16,High,Rural,Narok,Good,Secondary,1
16,High,Urban,Nakuru,Poor,None,0
14,Low,Traditional,Wajir,Moderate,None,0
18,High,Traditional,Mandera,Poor,Secondary,1
17,Medium,Traditional,Meru,Good,Primary,0
15,Low,Rural,Wajir,Good,Higher,1
13,High,Rural,Kitui,Moderate,Higher,0
14,Low,Urban,Garissa,Poor,Higher,0
16,High,Traditional,Narok,Good,None,1
15,Medium,Rural,Nairobi,Moderate,Primary,0
15,Medium,Rural,Wajir,Moderate,Secondary,0
13,Medium,Urban,Nyeri,Moderate,None,0
18,Low,Traditional,Kakamega,Moderate,Secondary,0
16,Medium,Traditional,Kisumu,Moderate,Secondary,0
17,High,Urban,Nairobi,Moderate,None,0
15,High,Urban,Garissa,Good,None,1
13,High,Urban,Mombasa,Poor,Primary,0
17,Low,Urban,Meru,Moderate,None,0
18,Low,Traditional,Kiambu,Poor,Secondary,1
16,Medium,Traditional,Eldoret,Moderate,Primary,1
18,Low,Urban,Isiolo,Good,Secondary,0
15,High,Rural,Kericho,Good,Primary,1
17,High,Rural,Kisumu,Poor,Secondary,1
17,High,Traditional,Thika,Moderate,Primary,0
17,Low,Traditional,Nakuru,Poor,None,0
15,High,Urban,Nairobi,Moderate,Higher,0
15,Medium,Rural,Machakos,Moderate,Secondary,0
18,Low,Traditional,Eldoret,Moderate,Secondary,0
14,High,Rural,Meru,Moderate,Primary,0
18,High,Urban,Kisumu,Moderate,None,1
16,Low,Traditional,Nakuru,Moderate,None,0
13,Low,Traditional,Isiolo,Good,Primary,0
17,Medium,Rural,Machakos,Good,None,0
14,Low,Rural,Kericho,Moderate,None,1
13,High,Traditional,Kisumu,Poor,Primary,1
